,Unnamed: 0,Department,Course Number,Instructor,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received,Major
457,2378,ECE,ECE 171A ,"Sworder, David D.",SP16,182,59,91.2,80.7,6.89,3.66,3.39,sm
458,2379,ECE,ECE 171A ,"Sworder, David D.",SP17,181,49,87.0,78.3,6.6,3.29,3.19,sm
459,2380,ECE,ECE 171A ,"Sworder, David D.",SP18,123,88,79.8,73.8,7.17,3.2,3.28,sm
460,2381,ECE,ECE 171A ,"Sworder, David D.",SP19,118,46,64.4,48.9,7.36,3.18,3.09,sm
461,2382,ECE,ECE 171B ,"Kreutz-Delgado, Kenneth",FA09,17,8,100.0,75.0,5.25,3.63,3.34,sm
462,2383,ECE,ECE 171B ,"Sworder, David D.",FA08,29,16,100.0,93.3,8.75,3.53,3.33,sm
463,2384,ECE,ECE 171B ,"Sworder, David D.",FA10,32,14,92.9,85.7,5.64,3.64,3.24,sm
464,2385,ECE,ECE 171B ,"Sworder, David D.",FA11,21,6,83.3,83.3,7.17,3.33,3.11,sm
465,2386,ECE,ECE 171B ,"Sworder, David D.",FA13,20,9,100.0,100.0,4.21,3.63,3.28,sm
466,2387,ECE,ECE 171B ,"Sworder, David D.",FA14,40,12,100.0,87.5,7.0,3.38,3.34,sm
467,2388,ECE,ECE 171B ,"Sworder, David D.",FA15,68,19,94.4,88.9,7.5,3.69,3.4,sm
468,2389,ECE,ECE 171B ,"Sworder, David D.",FA16,70,20,88.2,70.6,7.32,3.18,3.2,sm
469,2390,ECE,ECE 171B ,"Sworder, David D.",FA17,54,9,88.9,88.9,6.06,3.75,3.25,sm
470,2391,ECE,ECE 171B ,"Sworder, David D.",FA18,20,9,100.0,100.0,8.28,3.56,3.6,sm
471,2392,ECE,ECE 172A ,"Cosman, Pamela C.",WI12,65,23,95.7,91.3,7.46,3.35,3.17,sm
472,2393,ECE,ECE 172A ,"Cosman, Pamela C.",WI13,52,29,86.2,89.7,7.47,3.41,3.09,sm
473,2394,ECE,ECE 172A ,"Trivedi, Mohan M.",FA07,30,14,100.0,100.0,5.58,3.36,3.34,sm
474,2395,ECE,ECE 172A ,"Trivedi, Mohan M.",FA08,26,23,95.7,82.6,6.76,3.35,3.14,sm
475,2396,ECE,ECE 172A ,"Trivedi, Mohan M.",FA09,40,32,84.4,90.6,7.83,3.45,3.03,sm
476,2397,ECE,ECE 172A ,"Trivedi, Mohan M.",FA10,25,12,91.7,91.7,7.17,3.75,3.68,sm
477,2398,ECE,ECE 172A ,"Trivedi, Mohan M.",WI14,76,28,96.3,88.9,5.83,3.5,3.09,sm
478,2399,ECE,ECE 172A ,"Trivedi, Mohan M.",WI15,112,44,85.4,70.7,9.35,3.15,3.3,sm
479,2400,ECE,ECE 172A ,"Trivedi, Mohan M.",WI16,148,48,85.1,80.9,7.73,3.54,3.02,sm
480,2401,ECE,ECE 172A ,"Trivedi, Mohan M.",WI17,165,63,91.4,82.8,7.62,3.37,3.21,sm
481,2402,ECE,ECE 172A ,"Trivedi, Mohan M.",WI18,94,32,80.6,83.9,7.03,3.24,3.34,sm
482,2403,ECE,ECE 172A ,"Trivedi, Mohan M.",WI19,109,27,84.0,84.0,8.26,3.24,3.17,sm
483,2404,ECE,ECE 173 ,"Nemat-Nasser, Syrus Csaba",WI09,26,23,87.0,95.7,16.33,3.52,3.24,sm
484,2405,ECE,ECE 174 ,"Kreutz-Delgado, Kenneth",FA10,29,25,76.0,88.0,9.22,3.21,3.15,sm
485,2406,ECE,ECE 174 ,"Kreutz-Delgado, Kenneth",FA11,28,12,66.7,75.0,6.33,3.17,3.48,sm
486,2407,ECE,ECE 174 ,"Kreutz-Delgado, Kenneth",FA12,33,16,85.7,78.6,10.5,3.14,3.32,sm
487,2408,ECE,ECE 174 ,"Kreutz-Delgado, Kenneth",FA13,45,18,87.5,75.0,9.88,3.4,3.19,sm
488,2409,ECE,ECE 174 ,"Kreutz-Delgado, Kenneth",FA14,86,56,81.1,81.1,9.12,3.04,2.7,sm
489,2410,ECE,ECE 174 ,"Kreutz-Delgado, Kenneth",FA15,143,47,67.4,65.1,9.17,3.03,2.88,sm
490,2411,ECE,ECE 174 ,"Kreutz-Delgado, Kenneth",FA16,118,40,85.7,82.9,9.68,3.23,3.13,sm
491,2412,ECE,ECE 174 ,"Kreutz-Delgado, Kenneth",FA17,127,29,59.3,63.0,10.64,3.04,2.82,sm
492,2413,ECE,ECE 174 ,"Kreutz-Delgado, Kenneth",SP09,50,40,79.5,74.4,8.35,3.27,3.32,sm
493,2414,ECE,ECE 174 ,"Kreutz-Delgado, Kenneth",SP10,52,24,61.9,66.7,7.86,2.91,2.86,sm
494,2415,ECE,ECE 174 ,"Pal, Piya",FA18,95,27,32.0,44.0,12.02,2.32,2.55,sm
495,2416,ECE,ECE 175 ,"Kreutz-Delgado, Kenneth",WI11,28,19,89.5,89.5,11.03,3.33,2.67,sm
496,2417,ECE,ECE 175A ,"Kreutz-Delgado, Kenneth",WI11,28,19,89.5,89.5,11.03,3.33,2.67,sm
497,2418,ECE,ECE 175A ,"Vasconcelos, Nuno",WI13,24,22,100.0,95.5,11.5,3.1,3.11,sm
498,2419,ECE,ECE 175A ,"Vasconcelos, Nuno",WI14,30,25,91.7,95.8,9.63,3.21,2.96,sm
499,2420,ECE,ECE 175A ,"Vasconcelos, Nuno",WI15,58,54,81.5,68.5,9.97,3.0,2.57,sm
500,2421,ECE,ECE 175A ,"Vasconcelos, Nuno",WI16,110,111,92.7,86.4,9.11,3.22,2.79,sm
501,2422,ECE,ECE 175A ,"Vasconcelos, Nuno",WI17,106,101,95.0,83.0,8.36,3.06,2.92,sm
502,2423,ECE,ECE 175A ,"Vasconcelos, Nuno",WI18,105,35,93.9,76.7,10.0,3.07,2.75,sm
503,2424,ECE,ECE 175A ,"Vasconcelos, Nuno",WI19,90,20,81.3,87.5,9.38,3.0,3.03,sm
504,2425,ECE,ECE 175B ,"Kreutz-Delgado, Kenneth",SP15,28,6,83.3,83.3,9.5,3.33,3.19,sm
505,2426,ECE,ECE 175B ,"Kreutz-Delgado, Kenneth",SP16,62,23,90.9,95.5,7.86,3.45,3.61,sm
506,2427,ECE,ECE 175B ,"Kreutz-Delgado, Kenneth",SP17,51,16,100.0,92.9,6.79,3.79,3.08,sm
507,2428,ECE,ECE 175B ,"Kreutz-Delgado, Kenneth",SP18,29,7,100.0,100.0,6.5,3.75,3.53,sm
508,2429,ECE,ECE 180 ,"Abi Samra, Nicholas Camill",FA16,90,41,100.0,97.5,4.87,3.66,3.74,ecs
509,2430,ECE,ECE 180 ,"Abi Samra, Nicholas Camill",FA17,38,14,92.9,100.0,4.93,3.64,3.62,ecs
510,2431,ECE,ECE 180 ,"Abi Samra, Nicholas Camill",FA18,32,9,100.0,100.0,4.72,3.89,3.61,ecs
511,2432,ECE,ECE 180 ,"Abi Samra, Nicholas Camill",S118,51,12,100.0,100.0,5.41,3.92,3.86,ecs
512,2433,ECE,ECE 180 ,"Abi Samra, Nicholas Camill",S119,30,11,100.0,100.0,6.14,3.91,3.53,ecs
513,2434,ECE,ECE 180 ,"Abi Samra, Nicholas Camill",S218,37,10,88.9,88.9,6.75,3.78,3.49,ecs
514,2435,ECE,ECE 180 ,"Abi Samra, Nicholas Camill",S219,29,16,100.0,100.0,4.23,3.8,3.48,ecs
515,2436,ECE,ECE 180 ,"Abi Samra, Nicholas Camill",SP17,97,25,100.0,100.0,5.75,3.95,3.58,ecs
516,2437,ECE,ECE 180 ,"Abi Samra, Nicholas Camill",SP18,46,15,80.0,86.7,5.17,3.67,3.79,ecs
517,2438,ECE,ECE 180 ,"Abi Samra, Nicholas Camill",SP19,36,10,100.0,100.0,3.7,3.5,3.79,ecs
518,2439,ECE,ECE 180 ,"Abi Samra, Nicholas Camill",WI18,30,7,80.0,100.0,6.9,3.75,3.77,ecs
519,2440,ECE,ECE 180 ,"Abi Samra, Nicholas Camill",WI19,31,11,100.0,100.0,3.77,3.82,3.73,ecs
520,2441,ECE,ECE 180 ,"Esmaili, Gholamreza",FA14,41,17,92.3,84.6,7.73,3.0,2.62,ecs
521,2442,ECE,ECE 180 ,"Esmaili, Gholamreza",SP14,28,10,100.0,100.0,10.75,3.88,3.14,ecs
522,2443,ECE,ECE 180 ,"Gessner, Richard K.",SP18,22,15,73.3,93.3,9.79,3.36,3.54,ecs
523,2444,ECE,ECE 180 ,"Gessner, Richard K.",WI18,47,40,92.5,95.0,11.25,3.36,3.34,ecs
524,2445,ECE,ECE 180 ,"Ghoudjehbaklou, Hassan",SP16,56,13,84.6,53.8,7.33,3.18,3.12,ecs
525,2446,ECE,ECE 180 ,"Ghoudjehbaklou, Hassan",WI17,22,5,100.0,100.0,8.0,3.0,3.5,ecs
526,2447,ECE,ECE 180 ,"Kumar, Rakesh",FA15,46,14,100.0,100.0,3.5,3.69,3.54,ecs
527,2448,ECE,ECE 180 ,"Kumar, Rakesh",FA16,20,11,90.9,90.9,4.5,3.91,3.68,ecs
528,2449,ECE,ECE 180 ,"Kumar, Rakesh",SP17,28,22,100.0,95.2,4.7,3.9,3.69,ecs
529,2450,ECE,ECE 180 ,"Kumar, Rakesh",WI18,22,17,94.1,100.0,4.03,3.76,3.68,ecs
530,2451,ECE,ECE 180 ,"Kumar, Rakesh",WI19,33,30,96.7,93.3,6.3,3.83,3.49,ecs
531,2452,ECE,ECE 180 ,"Kunin, Jay Stuart",WI16,34,8,100.0,85.7,4.5,3.57,3.54,ecs
532,2453,ECE,ECE 180 ,"Unpingco, Jose H.",FA17,66,32,86.2,88.9,7.43,3.78,4.0,ecs
533,2454,ECE,ECE 180 ,"Unpingco, Jose H.",WI18,149,71,87.1,88.6,5.8,3.86,3.45,ecs
534,2455,ECE,ECE 181 ,"Ford, Joseph Earl",SP12,29,19,88.9,77.8,10.39,2.94,2.64,op
535,2456,ECE,ECE 181 ,"Ford, Joseph Earl",SP15,20,7,100.0,100.0,7.36,3.57,3.35,op
536,2457,ECE,ECE 182 ,"Lomakin, Vitaliy",FA11,20,11,100.0,90.9,5.59,3.5,3.59,op
537,2458,ECE,ECE 182 ,"Lomakin, Vitaliy",FA16,21,13,92.3,84.6,8.5,3.46,3.38,op
538,2459,ECE,ECE 183 ,"Lo, Yu-Hwa",WI11,23,10,70.0,90.0,5.5,3.3,3.41,op
539,2460,ECE,ECE 183 ,"McAulay, Alastair D",WI16,27,12,91.7,50.0,5.0,3.64,3.5,op
540,2461,ECE,ECE 183 ,"Mookherjea, Shayan",WI12,27,18,88.9,94.4,10.72,3.12,3.23,op
541,2462,ECE,ECE 183 ,"Mookherjea, Shayan",WI14,15,9,100.0,100.0,7.17,3.25,3.03,op
542,2463,ECE,ECE 183 ,"Mookherjea, Shayan",WI17,31,15,85.7,100.0,14.07,3.36,3.12,op
543,2464,ECE,ECE 187 ,"Bartsch, Dirk-Uwe Guenther",FA07,27,22,95.2,100.0,3.32,3.45,3.14,op
544,2465,ECE,ECE 187 ,"Bartsch, Dirk-Uwe Guenther",FA08,31,17,88.2,100.0,5.91,3.4,3.13,op
545,2466,ECE,ECE 187 ,"Bartsch, Dirk-Uwe Guenther",FA09,34,20,100.0,100.0,3.5,3.56,3.39,op
546,2467,ECE,ECE 187 ,"Bartsch, Dirk-Uwe Guenther",FA10,24,16,93.8,100.0,3.88,3.63,3.46,op
547,2468,ECE,ECE 187 ,"Liu, Zhaowei",FA14,29,12,72.7,72.7,5.05,3.4,3.2,op
548,2469,ECE,ECE 187 ,"Liu, Zhaowei",FA15,42,13,84.6,84.6,5.12,3.42,3.3,op
549,2470,ECE,ECE 187 ,"Liu, Zhaowei",FA16,47,20,88.9,77.8,6.28,3.44,3.3,op
550,2471,ECE,ECE 187 ,"Liu, Zhaowei",FA18,27,5,100.0,100.0,6.9,3.75,3.5,op
551,2472,ECE,ECE 188 ,"Cetin, Ahmet Enis",SP16,27,11,100.0,100.0,5.1,3.78,3.62,ecs
552,2473,ECE,ECE 188 ,"Esmaili, Gholamreza",FA15,93,33,90.0,93.3,10.02,3.11,2.88,ecs
553,2474,ECE,ECE 188 ,"Esmaili, Gholamreza",SP13,43,19,89.5,84.2,6.92,3.39,2.93,ecs
554,2475,ECE,ECE 188 ,"Esmaili, Gholamreza",WI14,53,24,91.7,75.0,9.75,3.08,2.44,ecs
555,2476,ECE,ECE 188 ,"Gessner, Richard K.",SP17,25,20,95.0,95.0,7.8,3.68,3.42,ecs
556,2477,ECE,ECE 188 ,"Gessner, Richard K.",WI17,47,38,89.2,91.9,9.53,3.39,3.53,ecs
557,2478,ECE,ECE 188 ,"Khoshabeh, Ramsin",SP17,25,20,95.0,90.0,7.8,3.68,3.42,ecs
558,2479,ECE,ECE 188 ,"Khoshabeh, Ramsin",WI17,47,38,89.2,94.6,9.53,3.39,3.53,ecs
559,2480,ECE,ECE 188 ,"Phan, Alex Minh Giang",FA17,24,6,100.0,100.0,11.7,3.8,3.52,ecs
560,2481,ECE,ECE 188 ,"Phan, Alex Minh Giang",SP18,30,27,100.0,100.0,13.76,3.54,3.56,ecs
561,2482,ECE,ECE 188 ,"Phan, Alex Minh Giang",WI18,22,22,100.0,100.0,10.95,3.5,3.65,ecs
562,2483,ECE,ECE 188 ,"Twomey, Robert Daniel",SP19,39,14,92.3,100.0,6.17,3.75,3.9,ecs
563,2484,ECE,ECE 191 ,"Cosman, Pamela C.",FA14,21,8,100.0,87.5,12.21,3.57,3.6,sip
564,2485,ECE,ECE 191 ,"Cosman, Pamela C.",FA15,33,5,75.0,100.0,9.0,3.75,3.32,sip
565,2486,ECE,ECE 191 ,"Cosman, Pamela C.",FA16,38,15,100.0,100.0,8.83,3.69,3.33,sip
566,2487,ECE,ECE 191 ,"Cosman, Pamela C.",FA17,34,7,100.0,100.0,9.36,3.43,3.54,sip
567,2488,ECE,ECE 191 ,"Cosman, Pamela C.",SP13,40,12,100.0,100.0,10.67,3.83,3.7,sip
568,2489,ECE,ECE 191 ,"Cosman, Pamela C.",SP14,30,6,100.0,100.0,11.5,3.5,3.55,sip
569,2490,ECE,ECE 191 ,"Cosman, Pamela C.",SP15,46,10,100.0,100.0,12.75,3.71,3.49,sip
570,2491,ECE,ECE 191 ,"Cosman, Pamela C.",SP16,75,17,93.8,93.8,12.13,3.67,3.56,sip
571,2492,ECE,ECE 191 ,"Cosman, Pamela C.",WI14,55,13,91.7,83.3,9.41,3.91,3.67,sip
572,2493,ECE,ECE 191 ,"Cosman, Pamela C.",WI16,48,13,91.7,100.0,10.67,3.75,3.55,sip
573,2494,ECE,ECE 191 ,"Cosman, Pamela C.",WI17,61,16,85.7,85.7,11.42,3.58,3.57,sip
574,2495,ECE,ECE 191 ,"Cosman, Pamela C.",WI18,39,6,80.0,100.0,12.5,3.75,3.48,sip
575,2496,ECE,ECE 191 ,"Cosman, Pamela C.",WI19,22,4,100.0,100.0,9.83,3.67,3.3,sip
576,2497,ECE,ECE 191 ,"Das, Nandon",SP08,20,6,100.0,100.0,14.83,3.74,3.84,sip
577,2498,ECE,ECE 191 ,"Das, Pankaj K",FA14,23,8,100.0,50.0,11.64,3.57,3.6,sip
578,2499,ECE,ECE 191 ,"Das, Pankaj K",SP08,20,19,100.0,94.7,13.5,3.74,3.84,sip
579,2500,ECE,ECE 191 ,"Das, Pankaj K",SP10,24,10,77.8,66.7,8.72,3.67,3.84,sip
580,2501,ECE,ECE 191 ,"Das, Pankaj K",SP12,48,13,92.3,84.6,11.42,3.77,3.69,sip
581,2502,ECE,ECE 191 ,"Das, Pankaj K",SP13,40,12,100.0,91.7,10.67,3.75,3.7,sip
582,2503,ECE,ECE 191 ,"Das, Pankaj K",SP16,75,17,93.8,81.3,12.13,3.67,3.56,sip
583,2504,ECE,ECE 191 ,"Das, Pankaj K",SP17,66,11,63.6,81.8,9.95,3.36,3.69,sip
584,2505,ECE,ECE 191 ,"Das, Pankaj K",WI08,32,24,95.7,87.0,11.0,3.52,3.55,sip
585,2506,ECE,ECE 191 ,"Das, Pankaj K",WI09,38,31,89.7,79.3,11.26,3.75,3.56,sip
586,2507,ECE,ECE 191 ,"Das, Pankaj K",WI10,54,14,92.9,85.7,11.73,3.69,3.75,sip
587,2508,ECE,ECE 191 ,"Das, Pankaj K",WI12,44,19,84.2,57.9,11.66,3.68,3.59,sip
588,2509,ECE,ECE 191 ,"Das, Pankaj K",WI13,26,15,86.7,80.0,9.42,3.87,3.74,sip
589,2510,ECE,ECE 191 ,"Das, Pankaj K",WI15,62,16,100.0,93.8,10.63,3.88,3.63,sip
590,2511,ECE,ECE 191 ,"Das, Pankaj K",WI16,48,12,91.7,66.7,10.67,3.75,3.55,sip
591,2512,ECE,ECE 191 ,"Guest, Clark C",WI11,45,16,87.5,100.0,10.5,3.81,3.55,sip
592,2513,ECE,ECE 191 ,"Guest, Clark C",WI12,44,17,82.4,76.5,11.32,3.68,3.59,sip
593,2514,ECE,ECE 191 ,"Guest, Clark C",WI13,26,15,78.6,64.3,10.35,3.85,3.74,sip
594,2515,ECE,ECE 191 ,"Trivedi, Mohan M.",SP11,28,15,86.7,86.7,12.36,3.87,3.68,sip
595,2516,ECE,ECE 191 ,"Trivedi, Mohan M.",WI09,38,31,89.7,79.3,11.26,3.75,3.56,sip
596,2517,ECE,ECE 191 ,"Trivedi, Mohan M.",WI10,54,13,91.7,91.7,11.33,3.69,3.75,sip
597,2518,ECE,ECE 191 ,"Tu, Charles",FA15,33,5,75.0,75.0,9.0,3.75,3.32,sip
598,2519,ECE,ECE 191 ,"Tu, Charles",SP10,24,9,77.8,88.9,8.94,3.67,3.84,sip
599,2520,ECE,ECE 191 ,"Tu, Charles",SP11,28,15,86.7,86.7,11.93,3.87,3.68,sip
600,2521,ECE,ECE 191 ,"Tu, Charles",SP12,48,14,92.9,100.0,12.5,3.77,3.69,sip
601,2522,ECE,ECE 191 ,"Tu, Charles",SP15,46,10,100.0,88.9,12.28,3.75,3.49,sip
602,2523,ECE,ECE 191 ,"Tu, Charles",SP17,66,12,58.3,75.0,9.5,3.42,3.69,sip
603,2524,ECE,ECE 191 ,"Tu, Charles",WI14,55,11,100.0,100.0,9.17,3.9,3.67,sip
604,2525,ECE,ECE 191 ,"Tu, Charles",WI15,62,16,100.0,93.8,10.63,3.88,3.63,sip
605,2526,ECE,ECE 191 ,"Zhang, Xinyu",WI19,22,4,100.0,100.0,9.83,3.67,3.3,sip
606,2527,ECE,ECE 25 ,"Cruz, Rene L",WI09,63,38,97.4,84.2,5.82,3.4,3.23,ecs
607,2528,ECE,ECE 25 ,"Dey, Sujit",WI11,80,37,94.4,66.7,6.44,3.24,2.87,ecs
608,2529,ECE,ECE 25 ,"Dey, Sujit",WI12,109,47,97.9,89.4,7.1,3.37,3.13,ecs
609,2530,ECE,ECE 25 ,"Dey, Sujit",WI13,197,82,96.3,84.0,6.62,3.39,2.91,ecs
610,2531,ECE,ECE 25 ,"Dey, Sujit",WI14,186,86,96.3,81.7,6.04,3.21,2.49,ecs
611,2532,ECE,ECE 25 ,"Dey, Sujit",WI16,137,71,92.3,81.5,6.88,3.34,2.88,ecs
612,2533,ECE,ECE 25 ,"Dey, Sujit",WI17,100,48,97.6,90.2,6.99,3.63,2.8,ecs
613,2534,ECE,ECE 25 ,"Dey, Sujit",WI18,134,75,94.3,90.0,7.3,3.24,2.97,ecs
614,2535,ECE,ECE 25 ,"Dey, Sujit",WI19,134,67,93.8,92.3,5.95,3.38,3.05,ecs
615,2536,ECE,ECE 25 ,"Guest, Clark C",SP09,36,26,92.0,92.0,4.81,3.36,2.37,ecs
616,2537,ECE,ECE 25 ,"Guest, Clark C",WI10,83,35,85.7,71.4,5.93,3.43,3.08,ecs
617,2538,ECE,ECE 25 ,"LIU, ZHAOWEI",SP10,25,12,91.7,58.3,3.67,3.42,3.32,ecs
618,2539,ECE,ECE 25 ,"Lin, Bill",FA07,62,49,91.7,89.4,5.0,3.53,3.11,ecs
619,2540,ECE,ECE 25 ,"Lin, Bill",FA08,46,27,100.0,100.0,3.94,3.56,2.92,ecs
620,2541,ECE,ECE 25 ,"Lin, Bill",FA09,52,47,97.9,100.0,3.8,3.54,3.1,ecs
621,2542,ECE,ECE 25 ,"Lin, Bill",FA10,78,35,94.3,97.1,7.5,3.48,3.14,ecs
622,2543,ECE,ECE 25 ,"Lin, Bill",FA12,152,60,94.3,96.2,7.13,3.44,2.65,ecs
623,2544,ECE,ECE 25 ,"Lin, Bill",FA14,178,74,91.4,94.3,5.86,3.48,2.93,ecs
624,2545,ECE,ECE 25 ,"Lin, Bill",FA16,72,28,80.8,88.5,4.81,3.5,2.85,ecs
625,2546,ECE,ECE 25 ,"Lin, Bill",SP08,30,16,100.0,93.8,3.7,3.57,3.1,ecs
626,2547,ECE,ECE 25 ,"Lin, Bill",SP12,79,44,93.0,93.0,5.59,3.59,3.11,ecs
627,2548,ECE,ECE 25 ,"Lin, Bill",WI14,178,80,97.5,98.8,5.42,3.54,2.72,ecs
628,2549,ECE,ECE 25 ,"Liu, Zhaowei",FA11,123,50,91.7,56.3,7.79,3.2,3.1,ecs
629,2550,ECE,ECE 25 ,"Liu, Zhaowei",FA15,62,30,89.7,82.8,6.57,3.36,3.38,ecs
630,2551,ECE,ECE 25 ,"Liu, Zhaowei",SP11,47,19,89.5,73.7,5.97,3.39,3.23,ecs
631,2552,ECE,ECE 25 ,"Liu, Zhaowei",SP13,105,37,94.6,83.8,5.13,3.46,3.15,ecs
632,2553,ECE,ECE 25 ,"Liu, Zhaowei",SP14,122,52,88.0,76.0,5.81,3.36,3.07,ecs
633,2554,ECE,ECE 25 ,"Liu, Zhaowei",SP16,29,11,81.8,81.8,6.68,3.3,3.24,ecs
634,2555,ECE,ECE 25 ,"Liu, Zhaowei",SP17,38,15,100.0,76.9,6.04,3.17,3.04,ecs
635,2556,ECE,ECE 25 ,"Liu, Zhaowei",SP18,56,18,94.1,93.8,6.15,2.94,2.87,ecs
636,2557,ECE,ECE 25 ,"Liu, Zhaowei",SP19,81,38,87.5,74.2,6.63,3.03,2.91,ecs
637,2558,ECE,ECE 25 ,"Quest, Kevin B",FA13,200,73,97.2,94.4,7.4,3.26,2.68,ecs
638,2559,ECE,ECE 25 ,"Quest, Kevin B",FA18,100,41,94.7,94.7,6.08,3.26,2.81,ecs
639,2560,ECE,ECE 25 ,"Quest, Kevin B",SP15,45,17,100.0,84.6,5.73,3.38,2.45,ecs
640,2561,ECE,ECE 25 ,"Quest, Kevin B",WI08,42,32,96.7,93.5,4.5,3.26,2.74,ecs
641,2562,ECE,ECE 25 ,"Vasconcelos, Manuela",FA17,67,50,85.7,63.3,6.91,3.38,3.18,ecs
642,2563,ECE,ECE 25 ,"Vasconcelos, Manuela",WI15,165,90,94.2,54.7,5.99,3.45,2.85,ecs
643,2564,ECE,ECE 30 ,"Das, Pankaj K",FA08,61,52,72.5,79.6,5.3,3.25,2.96,ecs
644,2565,ECE,ECE 30 ,"Eldon, John",SP17,99,33,79.3,82.8,8.22,3.04,3.0,ecs
645,2566,ECE,ECE 30 ,"Eldon, John",WI18,70,25,59.1,90.5,5.98,3.14,3.22,ecs
646,2567,ECE,ECE 30 ,"Guest, Clark C",FA08,61,52,72.5,79.6,5.3,3.25,2.96,ecs
647,2568,ECE,ECE 30 ,"Guest, Clark C",FA09,30,17,88.2,94.1,4.26,3.31,2.75,ecs
648,2569,ECE,ECE 30 ,"Guest, Clark C",FA10,56,25,62.5,87.5,5.33,3.48,2.85,ecs
649,2570,ECE,ECE 30 ,"Guest, Clark C",FA11,69,36,57.1,65.7,7.87,3.26,2.42,ecs
650,2571,ECE,ECE 30 ,"Guest, Clark C",FA12,93,27,87.0,69.6,9.2,3.57,2.39,ecs
651,2572,ECE,ECE 30 ,"Guest, Clark C",FA13,88,31,84.6,69.2,6.42,3.27,2.42,ecs
652,2573,ECE,ECE 30 ,"Lanckriet, Gert",SP08,76,59,72.4,70.7,4.64,3.34,2.33,ecs
653,2574,ECE,ECE 30 ,"Lanckriet, Gert",SP09,69,53,75.5,86.8,5.72,3.31,2.44,ecs
654,2575,ECE,ECE 30 ,"Lanckriet, Gert",SP10,85,37,70.3,89.2,6.23,3.29,2.28,ecs
655,2576,ECE,ECE 30 ,"Lanckriet, Gert",SP11,73,37,78.4,89.2,11.96,3.25,2.72,ecs
656,2577,ECE,ECE 30 ,"Lanckriet, Gert",SP12,134,57,87.5,100.0,12.36,3.25,2.77,ecs
657,2578,ECE,ECE 30 ,"Lanckriet, Gert",SP13,124,40,92.3,97.4,11.32,3.51,2.86,ecs
658,2579,ECE,ECE 30 ,"Lanckriet, Gert",SP14,174,65,93.4,95.1,10.93,3.2,2.7,ecs
659,2580,ECE,ECE 30 ,"Lanckriet, Gert",SP15,292,76,83.3,91.65,11.215,3.32,3.03,ecs
660,2581,ECE,ECE 30 ,"Mir Arabbaygi, Siavash",SP16,147,79,80.3,82.9,8.07,3.19,3.05,ecs
661,2582,ECE,ECE 30 ,"Mir Arabbaygi, Siavash",SP18,142,102,82.7,91.8,8.42,3.31,3.15,ecs
662,2583,ECE,ECE 30 ,"Mir Arabbaygi, Siavash",SP19,159,83,64.6,72.5,7.29,2.76,2.58,ecs
663,2584,ECE,ECE 30 ,"Mir Arabbaygi, Siavash",WI16,59,18,82.4,94.1,7.75,3.47,2.56,ecs
664,2585,ECE,ECE 30 ,"Mir Arabbaygi, Siavash",WI17,54,26,69.6,78.3,6.41,3.27,2.94,ecs
665,2586,ECE,ECE 30 ,"Yun, Kenneth Yi",FA07,57,40,55.0,75.0,6.75,2.97,2.61,ecs
666,2587,ECE,ECE 30 ,"Yun, Kenneth Yi",WI19,54,20,61.1,77.8,5.06,3.44,2.91,ecs
667,2588,ECE,ECE 35 ,"Ford, Joseph Earl",FA16,191,90,81.0,89.3,8.48,2.88,2.56,ecs
668,2589,ECE,ECE 35 ,"Ford, Joseph Earl",SP19,119,47,89.7,94.9,9.22,3.13,2.35,ecs
669,2590,ECE,ECE 35 ,"Ford, Joseph Earl",WI08,56,27,81.5,88.5,6.72,3.12,2.48,ecs
670,2591,ECE,ECE 35 ,"Ford, Joseph Earl",WI09,56,21,90.5,95.2,5.55,3.25,2.35,ecs
671,2592,ECE,ECE 35 ,"Ford, Joseph Earl",WI10,90,40,92.3,94.7,8.35,3.23,2.36,ecs
672,2593,ECE,ECE 35 ,"Ford, Joseph Earl",WI11,77,27,88.9,96.3,10.2,3.4,2.46,ecs
673,2594,ECE,ECE 35 ,"Ford, Joseph Earl",WI13,57,22,90.9,68.2,8.5,3.09,2.65,ecs
674,2595,ECE,ECE 35 ,"Ford, Joseph Earl",WI16,113,41,84.2,78.9,7.97,2.95,2.7,ecs
675,2596,ECE,ECE 35 ,"Ford, Joseph Earl",WI18,109,51,87.8,93.9,8.42,3.19,2.62,ecs
676,2597,ECE,ECE 35 ,"Galton, Ian A",FA13,269,120,77.7,35.7,10.54,2.61,2.36,ecs
677,2598,ECE,ECE 35 ,"Galton, Ian A",FA14,182,68,74.2,41.9,10.21,2.72,2.09,ecs
678,2599,ECE,ECE 35 ,"Papen, George C.",SP08,47,29,92.9,96.4,5.6,3.04,2.1,ecs
679,2600,ECE,ECE 35 ,"Radic, Stojan",FA07,93,57,78.2,65.5,9.45,2.85,2.7,ecs
680,2601,ECE,ECE 35 ,"Radic, Stojan",FA08,55,26,76.0,60.0,8.27,2.84,2.19,ecs
681,2602,ECE,ECE 35 ,"Radic, Stojan",FA09,62,38,86.8,76.3,6.45,3.06,2.66,ecs
682,2603,ECE,ECE 35 ,"Radic, Stojan",FA10,87,41,73.2,65.0,9.9,2.48,2.75,ecs
683,2604,ECE,ECE 35 ,"Radic, Stojan",FA11,121,44,75.0,48.8,10.0,2.67,2.49,ecs
